crime_type,category,date_reported,time_reported,zone,location_name,latitude,longitude,status,severity,weapon_involved,victim_age,victim_gender,day_of_week,hour_of_day,description
Drug Possession,Narcotics,2025-08-11,03:12:09,Zone 5,Industrial Estate,13.050653,80.32392,Solved,Critical,0,33,Male,Monday,3,Drug Possession reported near University Gate.
Drug Trafficking,Narcotics,2026-03-04,17:10:25,Zone 5,North Bus Depot,13.075671,80.341858,Solved,Medium,1,20,Other,Wednesday,17,Drug Trafficking reported near University Gate.
Homicide,Violent Crime,2025-09-30,19:32:38,Zone 3,Greenfield Sector 7,13.028947,80.322151,Solved,Medium,1,31,Male,Tuesday,19,Homicide reported near Old Town Square.
Pickpocketing,Theft,2026-06-12,15:23:58,Zone 1,Lakeview Colony,13.056063,80.23442,Solved,High,0,30,Female,Friday,15,Pickpocketing reported near Central Market.
Shoplifting,Theft,2025-09-17,04:22:44,Zone 1,Industrial Estate,13.094245,80.235819,Solved,Low,0,64,Female,Wednesday,4,Shoplifting reported near Riverside Park.
Drug Trafficking,Narcotics,2025-11-13,01:00:43,Zone 3,MG Road Junction,13.08487,80.215579,Pending,Low,0,74,Other,Thursday,1,Drug Trafficking reported near Harbor Front.
Domestic Violence,Violent Crime,2025-07-19,09:22:51,Zone 3,North Bus Depot,13.077687,80.236591,Pending,Critical,1,35,Other,Saturday,9,Domestic Violence reported near Central Market.
Public Intoxication,Public Order,2026-05-30,05:46:15,Zone 3,Railway Station Rd,13.153879,80.217118,Pending,Low,0,67,Male,Saturday,5,Public Intoxication reported near Lakeview Colony.
Online Fraud,Cybercrime,2025-11-12,12:43:56,Zone 6,University Gate,13.087885,80.210651,Solved,Low,0,16,Other,Wednesday,12,Online Fraud reported near Lakeview Colony.
Identity Theft,Cybercrime,2026-03-12,16:02:38,Zone 6,North Bus Depot,13.074484,80.217665,Pending,High,0,27,Male,Thursday,16,Identity Theft reported near Industrial Estate.
Vehicle Theft,Theft,2025-12-11,10:23:07,Zone 2,Old Town Square,13.056773,80.29935,Under Investigation,High,1,35,Female,Thursday,10,Vehicle Theft reported near Old Town Square.
Trespassing,Public Order,2025-08-26,14:59:19,Zone 3,Greenfield Sector 7,13.151357,80.344162,Under Investigation,Medium,1,70,Female,Tuesday,14,Trespassing reported near MG Road Junction.
Public Intoxication,Public Order,2026-01-29,13:00:22,Zone 3,Central Market,13.145131,80.220485,Pending,Low,0,49,Other,Thursday,13,Public Intoxication reported near Riverside Park.
Domestic Violence,Violent Crime,2026-07-13,21:16:14,Zone 4,Old Town Square,13.078012,80.25059,Pending,High,1,22,Female,Monday,21,Domestic Violence reported near Harbor Front.
Homicide,Violent Crime,2025-12-06,14:55:45,Zone 4,MG Road Junction,13.034454,80.221031,Pending,Low,1,26,Other,Saturday,14,Homicide reported near North Bus Depot.
Phishing,Cybercrime,2025-12-12,13:51:43,Zone 4,Hilltop Avenue,13.116991,80.242682,Under Investigation,High,0,62,Other,Friday,13,Phishing reported near Lakeview Colony.
Vehicle Theft,Theft,2026-07-06,06:32:00,Zone 2,University Gate,13.125482,80.228541,Under Investigation,Medium,0,16,Female,Monday,6,Vehicle Theft reported near Railway Station Rd.
Vandalism,Public Order,2025-12-09,18:46:32,Zone 3,Harbor Front,13.032598,80.235682,Pending,Low,0,68,Female,Tuesday,18,Vandalism reported near North Bus Depot.
Burglary,Theft,2026-04-10,14:09:14,Zone 4,MG Road Junction,13.021974,80.254905,Solved,Low,0,55,Male,Friday,14,Burglary reported near Central Market.
Shoplifting,Theft,2025-07-22,23:14:21,Zone 1,Industrial Estate,13.070872,80.200516,Solved,Low,0,33,Female,Tuesday,23,Shoplifting reported near University Gate.
Assault,Violent Crime,2026-04-14,00:42:47,Zone 4,Old Town Square,13.054162,80.236351,Solved,Medium,1,47,Female,Tuesday,0,Assault reported near Industrial Estate.
Trespassing,Public Order,2026-07-09,20:08:21,Zone 3,North Bus Depot,13.060391,80.320306,Pending,Medium,0,57,Female,Thursday,20,Trespassing reported near North Bus Depot.
Drug Possession,Narcotics,2026-05-10,19:07:02,Zone 5,Central Market,13.09655,80.336648,Pending,Medium,0,20,Other,Sunday,19,Drug Possession reported near Greenfield Sector 7.
Public Intoxication,Public Order,2026-04-03,20:02:08,Zone 3,Hilltop Avenue,13.033373,80.278779,Under Investigation,Low,1,38,Female,Friday,20,Public Intoxication reported near Railway Station Rd.
Vandalism,Public Order,2025-11-10,16:32:50,Zone 6,Greenfield Sector 7,13.0062,80.286565,Solved,Medium,0,19,Other,Monday,16,Vandalism reported near North Bus Depot.
Trespassing,Public Order,2025-10-16,23:10:28,Zone 6,Riverside Park,13.122816,80.252164,Solved,Medium,0,16,Male,Thursday,23,Trespassing reported near Greenfield Sector 7.
Pickpocketing,Theft,2025-10-31,08:54:14,Zone 2,Old Town Square,13.050118,80.233662,Pending,Low,0,18,Other,Friday,8,Pickpocketing reported near Riverside Park.
Phishing,Cybercrime,2025-08-22,23:13:34,Zone 3,Industrial Estate,13.02129,80.294483,Under Investigation,Medium,0,21,Other,Friday,23,Phishing reported near Hilltop Avenue.
Trespassing,Public Order,2026-02-15,23:40:52,Zone 3,MG Road Junction,13.004365,80.247577,Solved,Medium,0,50,Other,Sunday,23,Trespassing reported near Greenfield Sector 7.
Trespassing,Public Order,2026-03-06,18:35:13,Zone 1,Lakeview Colony,13.133396,80.226002,Under Investigation,Low,0,25,Female,Friday,18,Trespassing reported near North Bus Depot.
Online Fraud,Cybercrime,2025-11-13,11:29:11,Zone 6,Riverside Park,13.133196,80.218878,Under Investigation,Medium,0,57,Female,Thursday,11,Online Fraud reported near MG Road Junction.
Vandalism,Public Order,2025-12-26,08:09:04,Zone 3,Riverside Park,13.070923,80.263504,Pending,Medium,0,62,Male,Friday,8,Vandalism reported near Greenfield Sector 7.
Vehicle Theft,Theft,2026-05-21,16:41:59,Zone 1,MG Road Junction,13.009698,80.230435,Pending,Low,0,66,Male,Thursday,16,Vehicle Theft reported near Central Market.
Phishing,Cybercrime,2026-04-04,11:36:57,Zone 5,MG Road Junction,13.073792,80.216803,Solved,Low,0,50,Other,Saturday,11,Phishing reported near Old Town Square.
Phishing,Cybercrime,2026-06-24,13:06:32,Zone 6,North Bus Depot,13.144533,80.257146,Solved,Low,0,43,Female,Wednesday,13,Phishing reported near Riverside Park.
Domestic Violence,Violent Crime,2025-07-30,17:07:14,Zone 3,Central Market,13.018978,80.343636,Solved,High,1,73,Male,Wednesday,17,Domestic Violence reported near Greenfield Sector 7.
Shoplifting,Theft,2025-09-12,15:09:57,Zone 2,Railway Station Rd,13.109464,80.23895,Solved,High,0,58,Female,Friday,15,Shoplifting reported near Old Town Square.
Burglary,Theft,2025-08-15,09:24:28,Zone 6,University Gate,13.118115,80.316387,Pending,Medium,0,33,Male,Friday,9,Burglary reported near Central Market.
Domestic Violence,Violent Crime,2026-01-16,17:30:44,Zone 3,North Bus Depot,13.158356,80.286979,Under Investigation,High,0,40,Female,Friday,17,Domestic Violence reported near Hilltop Avenue.
Domestic Violence,Violent Crime,2025-10-16,21:24:05,Zone 4,University Gate,13.095654,80.258195,Pending,High,1,21,Male,Thursday,21,Domestic Violence reported near Industrial Estate.
Vehicle Theft,Theft,2026-01-11,12:08:58,Zone 1,Riverside Park,13.020325,80.336518,Pending,Low,0,34,Female,Sunday,12,Vehicle Theft reported near Riverside Park.
Vandalism,Public Order,2026-03-31,03:08:07,Zone 5,Industrial Estate,13.156628,80.303334,Under Investigation,Low,0,19,Other,Tuesday,3,Vandalism reported near Central Market.
Trespassing,Public Order,2026-04-27,07:09:05,Zone 6,Railway Station Rd,13.041907,80.192696,Pending,High,0,63,Male,Monday,7,Trespassing reported near University Gate.
Hacking,Cybercrime,2025-12-17,10:41:44,Zone 5,Greenfield Sector 7,13.004814,80.208503,Pending,Low,0,64,Male,Wednesday,10,Hacking reported near Hilltop Avenue.
Pickpocketing,Theft,2025-08-01,13:53:16,Zone 2,Central Market,13.149764,80.271,Solved,Medium,0,49,Female,Friday,13,Pickpocketing reported near Riverside Park.
Phishing,Cybercrime,2026-03-25,04:47:35,Zone 6,Harbor Front,13.099513,80.203053,Pending,Medium,0,57,Female,Wednesday,4,Phishing reported near Lakeview Colony.
Shoplifting,Theft,2025-08-18,07:06:06,Zone 2,Hilltop Avenue,13.015149,80.28721,Solved,High,0,22,Male,Monday,7,Shoplifting reported near North Bus Depot.
Drug Trafficking,Narcotics,2026-04-10,02:59:02,Zone 5,Railway Station Rd,13.041154,80.204306,Under Investigation,Medium,0,18,Male,Friday,2,Drug Trafficking reported near Industrial Estate.
Shoplifting,Theft,2026-02-21,12:20:48,Zone 1,University Gate,13.065203,80.247634,Solved,Low,0,48,Male,Saturday,12,Shoplifting reported near Hilltop Avenue.
Pickpocketing,Theft,2025-11-13,19:02:18,Zone 2,North Bus Depot,13.028496,80.29988,Under Investigation,Low,0,72,Male,Thursday,19,Pickpocketing reported near Harbor Front.
Online Fraud,Cybercrime,2025-11-01,23:38:41,Zone 6,Old Town Square,13.086426,80.313682,Solved,Medium,0,39,Other,Saturday,23,Online Fraud reported near Lakeview Colony.
Vandalism,Public Order,2026-03-31,18:09:36,Zone 1,Hilltop Avenue,13.103146,80.270304,Under Investigation,High,0,71,Male,Tuesday,18,Vandalism reported near Railway Station Rd.
Burglary,Theft,2026-02-15,03:36:23,Zone 1,Old Town Square,13.059239,80.202081,Under Investigation,Medium,0,64,Female,Sunday,3,Burglary reported near Harbor Front.
Drug Trafficking,Narcotics,2026-06-25,21:25:26,Zone 2,Industrial Estate,13.13982,80.337442,Under Investigation,Low,0,39,Male,Thursday,21,Drug Trafficking reported near Harbor Front.
Homicide,Violent Crime,2025-08-01,19:41:03,Zone 4,Old Town Square,13.121267,80.229871,Under Investigation,Critical,0,40,Male,Friday,19,Homicide reported near Greenfield Sector 7.
Domestic Violence,Violent Crime,2025-11-22,14:29:41,Zone 4,Lakeview Colony,13.088319,80.321626,Solved,Medium,0,65,Female,Saturday,14,Domestic Violence reported near North Bus Depot.
Homicide,Violent Crime,2026-01-21,17:44:47,Zone 4,Harbor Front,13.078895,80.23524,Pending,Low,0,29,Female,Wednesday,17,Homicide reported near Greenfield Sector 7.
Vandalism,Public Order,2026-01-11,23:13:03,Zone 1,Riverside Park,13.036539,80.194371,Solved,Medium,0,21,Male,Sunday,23,Vandalism reported near Central Market.
Public Intoxication,Public Order,2025-07-16,22:33:13,Zone 3,Industrial Estate,13.109843,80.232212,Under Investigation,High,0,64,Female,Wednesday,22,Public Intoxication reported near Riverside Park.
Pickpocketing,Theft,2025-11-11,13:50:10,Zone 2,Hilltop Avenue,13.157194,80.260585,Under Investigation,High,0,66,Other,Tuesday,13,Pickpocketing reported near North Bus Depot.
Drug Possession,Narcotics,2026-01-31,00:57:29,Zone 1,Old Town Square,13.152111,80.270611,Pending,Low,0,49,Other,Saturday,0,Drug Possession reported near MG Road Junction.
Domestic Violence,Violent Crime,2025-08-22,05:13:47,Zone 4,Industrial Estate,13.159345,80.257928,Solved,High,0,29,Male,Friday,5,Domestic Violence reported near Harbor Front.
Identity Theft,Cybercrime,2026-07-07,21:32:52,Zone 5,Lakeview Colony,13.141541,80.302591,Pending,Medium,0,38,Female,Tuesday,21,Identity Theft reported near Hilltop Avenue.
Homicide,Violent Crime,2026-05-19,17:23:11,Zone 4,Harbor Front,13.091141,80.216725,Pending,High,0,43,Other,Tuesday,17,Homicide reported near Old Town Square.
Vehicle Theft,Theft,2026-05-24,15:39:59,Zone 6,Railway Station Rd,13.068505,80.270125,Solved,Medium,1,48,Other,Sunday,15,Vehicle Theft reported near MG Road Junction.
Hacking,Cybercrime,2026-03-30,18:35:24,Zone 6,Railway Station Rd,13.02102,80.327715,Solved,Critical,0,42,Other,Monday,18,Hacking reported near University Gate.
Identity Theft,Cybercrime,2026-03-23,06:56:42,Zone 6,North Bus Depot,13.04502,80.324857,Solved,High,0,16,Female,Monday,6,Identity Theft reported near MG Road Junction.
Shoplifting,Theft,2025-10-23,09:10:36,Zone 1,MG Road Junction,13.161553,80.229393,Pending,Critical,0,67,Other,Thursday,9,Shoplifting reported near Lakeview Colony.
Trespassing,Public Order,2026-04-18,22:33:10,Zone 2,Lakeview Colony,13.072684,80.206632,Pending,High,0,69,Other,Saturday,22,Trespassing reported near Old Town Square.
Drug Trafficking,Narcotics,2026-04-03,01:27:00,Zone 5,Central Market,13.103323,80.285626,Under Investigation,Low,0,52,Female,Friday,1,Drug Trafficking reported near MG Road Junction.
Trespassing,Public Order,2025-08-26,08:41:57,Zone 6,Lakeview Colony,13.038181,80.221713,Under Investigation,High,0,65,Female,Tuesday,8,Trespassing reported near Harbor Front.
Burglary,Theft,2025-08-29,14:37:55,Zone 1,Riverside Park,13.019247,80.26416,Solved,Medium,0,21,Male,Friday,14,Burglary reported near Railway Station Rd.
Domestic Violence,Violent Crime,2026-05-25,21:26:04,Zone 3,Harbor Front,13.080543,80.290809,Under Investigation,Medium,1,74,Female,Monday,21,Domestic Violence reported near Riverside Park.
Burglary,Theft,2025-08-12,14:54:02,Zone 2,MG Road Junction,13.021453,80.24555,Pending,Low,1,26,Other,Tuesday,14,Burglary reported near University Gate.
Assault,Violent Crime,2025-10-15,18:48:09,Zone 3,Central Market,13.037309,80.249083,Solved,Critical,0,62,Other,Wednesday,18,Assault reported near Riverside Park.
Vandalism,Public Order,2026-05-29,19:41:18,Zone 3,Old Town Square,13.077427,80.320142,Under Investigation,Low,1,27,Male,Friday,19,Vandalism reported near Harbor Front.
Hacking,Cybercrime,2026-05-24,19:37:19,Zone 6,Railway Station Rd,13.029204,80.223633,Solved,Medium,0,43,Other,Sunday,19,Hacking reported near University Gate.
Drug Possession,Narcotics,2025-09-08,05:36:22,Zone 3,Hilltop Avenue,13.062534,80.291932,Solved,Low,0,32,Other,Monday,5,Drug Possession reported near Lakeview Colony.
Drug Trafficking,Narcotics,2025-12-25,01:51:20,Zone 3,Riverside Park,13.071402,80.220446,Solved,Low,0,65,Female,Thursday,1,Drug Trafficking reported near Central Market.
Vehicle Theft,Theft,2026-01-29,12:50:20,Zone 1,Central Market,13.146499,80.280562,Pending,Low,0,51,Female,Thursday,12,Vehicle Theft reported near University Gate.
Pickpocketing,Theft,2025-07-31,09:20:12,Zone 5,Central Market,13.03424,80.319136,Solved,Medium,1,44,Male,Thursday,9,Pickpocketing reported near Greenfield Sector 7.
Assault,Violent Crime,2026-02-21,19:54:36,Zone 3,Hilltop Avenue,13.160773,80.336563,Solved,Medium,1,74,Other,Saturday,19,Assault reported near MG Road Junction.
Pickpocketing,Theft,2026-05-28,16:17:20,Zone 3,Lakeview Colony,13.123291,80.254755,Pending,Medium,0,35,Other,Thursday,16,Pickpocketing reported near Railway Station Rd.
Shoplifting,Theft,2025-09-03,01:03:52,Zone 4,Riverside Park,13.004363,80.207522,Solved,Low,0,21,Male,Wednesday,1,Shoplifting reported near University Gate.
Drug Possession,Narcotics,2025-07-29,03:50:02,Zone 3,Lakeview Colony,13.020429,80.342243,Pending,Low,0,33,Other,Tuesday,3,Drug Possession reported near Riverside Park.
Burglary,Theft,2026-02-03,16:56:54,Zone 2,Greenfield Sector 7,13.157234,80.256827,Pending,Low,0,46,Other,Tuesday,16,Burglary reported near Railway Station Rd.
Trespassing,Public Order,2025-11-11,05:49:18,Zone 3,North Bus Depot,13.116521,80.247182,Pending,High,0,60,Male,Tuesday,5,Trespassing reported near Central Market.
Assault,Violent Crime,2025-08-07,17:24:12,Zone 4,Industrial Estate,13.080723,80.245172,Pending,Critical,1,64,Female,Thursday,17,Assault reported near University Gate.
Drug Possession,Narcotics,2026-05-11,22:24:28,Zone 4,Riverside Park,13.141557,80.272854,Solved,Medium,0,59,Female,Monday,22,Drug Possession reported near Greenfield Sector 7.
Hacking,Cybercrime,2026-05-23,05:57:29,Zone 6,Old Town Square,13.032625,80.195274,Pending,Medium,0,23,Other,Saturday,5,Hacking reported near Central Market.
Vandalism,Public Order,2025-12-24,15:21:03,Zone 3,North Bus Depot,13.073314,80.249865,Under Investigation,Low,0,34,Male,Wednesday,15,Vandalism reported near Lakeview Colony.
Drug Trafficking,Narcotics,2025-10-23,01:03:41,Zone 2,North Bus Depot,13.042531,80.208473,Pending,Low,1,20,Other,Thursday,1,Drug Trafficking reported near Central Market.
Trespassing,Public Order,2025-07-22,14:06:14,Zone 3,Industrial Estate,13.120128,80.331424,Pending,Low,0,56,Female,Tuesday,14,Trespassing reported near University Gate.
Drug Possession,Narcotics,2026-05-29,09:44:39,Zone 5,Central Market,13.078981,80.239552,Solved,High,0,26,Male,Friday,9,Drug Possession reported near Industrial Estate.
Assault,Violent Crime,2025-08-08,16:01:11,Zone 4,Industrial Estate,13.158599,80.331701,Solved,Medium,1,46,Other,Friday,16,Assault reported near MG Road Junction.
Vandalism,Public Order,2026-06-23,17:18:53,Zone 4,University Gate,13.039226,80.271203,Solved,Medium,0,37,Female,Tuesday,17,Vandalism reported near Railway Station Rd.
Identity Theft,Cybercrime,2025-08-10,06:29:00,Zone 6,Harbor Front,13.13514,80.238881,Pending,Low,0,70,Other,Sunday,6,Identity Theft reported near Railway Station Rd.
Vehicle Theft,Theft,2026-05-01,18:42:09,Zone 1,North Bus Depot,13.059851,80.195645,Solved,Medium,0,63,Male,Friday,18,Vehicle Theft reported near North Bus Depot.
Hacking,Cybercrime,2025-10-20,06:43:22,Zone 4,Old Town Square,13.144779,80.253264,Under Investigation,Medium,0,28,Male,Monday,6,Hacking reported near Greenfield Sector 7.
Drug Possession,Narcotics,2025-12-06,12:50:50,Zone 5,Harbor Front,13.05822,80.20833,Solved,Low,1,25,Other,Saturday,12,Drug Possession reported near Old Town Square.
Homicide,Violent Crime,2025-11-09,03:18:00,Zone 5,MG Road Junction,13.075317,80.225472,Pending,Critical,0,43,Female,Sunday,3,Homicide reported near Harbor Front.
Burglary,Theft,2026-01-18,17:32:42,Zone 1,University Gate,13.156064,80.28042,Solved,Critical,0,28,Female,Sunday,17,Burglary reported near Greenfield Sector 7.
Vehicle Theft,Theft,2025-11-15,08:43:40,Zone 1,Greenfield Sector 7,13.064499,80.254558,Under Investigation,High,1,35,Male,Saturday,8,Vehicle Theft reported near Greenfield Sector 7.
Online Fraud,Cybercrime,2025-08-01,06:26:35,Zone 4,Railway Station Rd,13.034624,80.239499,Under Investigation,Low,0,50,Male,Friday,6,Online Fraud reported near Lakeview Colony.
Domestic Violence,Violent Crime,2025-07-25,18:43:45,Zone 4,Hilltop Avenue,13.059909,80.247371,Pending,High,1,17,Female,Friday,18,Domestic Violence reported near Central Market.
Online Fraud,Cybercrime,2025-09-21,08:39:34,Zone 2,Riverside Park,13.146686,80.331149,Under Investigation,Low,0,41,Other,Sunday,8,Online Fraud reported near MG Road Junction.
Drug Trafficking,Narcotics,2026-06-19,00:53:41,Zone 4,MG Road Junction,13.019828,80.285794,Pending,High,0,23,Other,Friday,0,Drug Trafficking reported near Greenfield Sector 7.
Phishing,Cybercrime,2025-07-22,12:35:47,Zone 6,Riverside Park,13.157465,80.212524,Pending,High,0,35,Other,Tuesday,12,Phishing reported near Old Town Square.
Pickpocketing,Theft,2025-08-31,05:00:09,Zone 6,Hilltop Avenue,13.099307,80.210066,Pending,Low,0,44,Female,Sunday,5,Pickpocketing reported near MG Road Junction.
Pickpocketing,Theft,2026-04-13,18:34:16,Zone 1,Harbor Front,13.13417,80.299711,Solved,High,0,17,Male,Monday,18,Pickpocketing reported near Riverside Park.
Robbery,Violent Crime,2025-11-14,12:42:06,Zone 6,Central Market,13.156155,80.269574,Pending,High,1,45,Female,Friday,12,Robbery reported near Lakeview Colony.
